Product Name,Shop Name,Price,Growth Rate,Total Reviews,Listing Age,Category,Shop Age,Visibility Score,Conversion Rate,Total Shop Sales,Product Link,Shop Link,Est. Sales,Est. Revenue,Est. Total Sales,Total Favorites,Avg. Reviews,Total Views,Tags Used,Description Character Count,Minimum Processing,Placement Of Listing In Shop,Shop Digital Listing,Title Character Count,Listing Type,Tags,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Tag 6,Tag 7,Tag 8,Tag 9,Tag 10,Tag 11,Tag 12,Tag 13
Comfort Colors Retro American 250th Anniversary Tshirt Funny Frog Retro Tee USA Independence Day Shirt Semiquincentennial Tee 1776-2026,kritterkustomz,35.98,100,1,4 Mo.,Clothing,7,93,0.92,657,https://www.etsy.com/listing/4433645655/comfort-colors-retro-american-250th,https://www.etsy.com/shop/kritterkustomz,4,208,15,114,0,1627,,,3,-1,0,135,physical,"semiquincentennial,1776-2026,4th of july shirt,comfort colors tee,patriotic shirt,independence day tee,250 years,funny frog shirt,usa shirt,america tshirt,250th anniversary,american anniversary,america 250",semiquincentennial,1776-2026,4th of july shirt,comfort colors tee,patriotic shirt,independence day tee,250 years,funny frog shirt,usa shirt,america tshirt,250th anniversary,american anniversary,america 250
"Comfort Colors America 250th Birthday Shirt, Floral USA 250 Years Tee, Wildflower Patriotic Top, Semiquincentennial2026 Gift, Cottagecore",Culciks,13.68,0,1,2 Mo.,Clothing,9,57,0.97,80,https://www.etsy.com/listing/4426829527/comfort-colors-america-250th-birthday,https://www.etsy.com/shop/Culciks,15,205,5,24,1,518,,,3,101,0,137,physical,"america 250 shirt,usa 250 birthday,semiquincentennial,floral patriotic,wildflower shirt,july 4 2026 tee,comfort colors,america birthday,4th of july shirt,womens patriotic,cottagecore usa,250th anniversary,usa pride shirt",america 250 shirt,usa 250 birthday,semiquincentennial,floral patriotic,wildflower shirt,july 4 2026 tee,comfort colors,america birthday,4th of july shirt,womens patriotic,cottagecore usa,250th anniversary,usa pride shirt
"Comfort Colors® Descendant of a Patriot Shirt, 250th Anniversary 1776 2026 Vintage Tee, Semiquincentennial Tee, Comfort Colors USA 250 Shirt",DarylOflaherty,10.75,0,1,1 Mo.,Clothing,34,33,22.62,6784,https://www.etsy.com/listing/4465774652/comfort-colors-descendant-of-a-patriot,https://www.etsy.com/shop/DarylOflaherty,19,204,19,1,1,84,,,1,-1,5,140,physical,"custom patriot shirt,250th anniversary,america 250 tee,1776 2026 vintage,family heritage,historic american,semiquincentennial,fourth of july shirt,4th of july shirt,memorial day shirt,america first,descendant patriot,american history",custom patriot shirt,250th anniversary,america 250 tee,1776 2026 vintage,family heritage,historic american,semiquincentennial,fourth of july shirt,4th of july shirt,memorial day shirt,america first,descendant patriot,american history
"Retro Usa 250 Sweatshirt, Independence Day Shirt, Celebrate 250th Anniversary Shirt Usa Flag Tee 4th of July Shirt Patriotic Gift Usa Flag",KevsyCollections,34.00,0,5,6 Mo.,Clothing,12,39,4.22,6351,https://www.etsy.com/listing/4386768246/retro-usa-250-sweatshirt-independence,https://www.etsy.com/shop/KevsyCollections,6,204,30,8,1,711,,,3,-1,4,138,physical,"america shirt,usa shirt,patriotic shirt,fourth of july shirt,america 250,independence day,usa 250 years,250th anniversary,semiquincentennial,4th of july shirt,american flag shirt,usa christmas gift,usa sweatshirt",america shirt,usa shirt,patriotic shirt,fourth of july shirt,america 250,independence day,usa 250 years,250th anniversary,semiquincentennial,4th of july shirt,american flag shirt,usa christmas gift,usa sweatshirt
"USA Flag Tee America 250th Anniversary  Shirt, Made in America Patriotic Gift 4th of July Shirt,Independence Day Tee",HandmadeColections,17.00,0,3,3 Mo.,Clothing,63,69,2.13,29929,https://www.etsy.com/listing/4441237064/usa-flag-tee-america-250th-anniversary,https://www.etsy.com/shop/HandmadeColections,12,204,17,40,1,800,,,1,-1,0,116,physical,"4th of july shirt,4th of july gift,america shirt,freedom shirt,250 years freedom,america 250th,250th anniversary,fourth of july 2026,american flag shirt,independence day tee,american pride shirt,patriotic gift shirt,made in america tee",4th of july shirt,4th of july gift,america shirt,freedom shirt,250 years freedom,america 250th,250th anniversary,fourth of july 2026,american flag shirt,independence day tee,american pride shirt,patriotic gift shirt,made in america tee
"USA 250th Anniversary Hawaiian Shirt, Patriotic Aloha Wear Button Down",FDTSTOREC,33.99,0,1,1 Mo.,Clothing,17,51,2.44,885,https://www.etsy.com/listing/4465755956/usa-250th-anniversary-hawaiian-shirt,https://www.etsy.com/shop/FDTSTOREC,6,204,6,6,1,246,,,5,-1,0,70,physical,"mens hawaiian shirt,hawaiian shirts,button down shirt,250 anniversary usa,4th of july shirt,250years usa pattern,vintage aloha shirt,patriotic shirt,patriot gift for him,usa celebration 1776,us history buff gift,2026 usa souvenir,red white blue wear",mens hawaiian shirt,hawaiian shirts,button down shirt,250 anniversary usa,4th of july shirt,250years usa pattern,vintage aloha shirt,patriotic shirt,patriot gift for him,usa celebration 1776,us history buff gift,2026 usa souvenir,red white blue wear
"Comfort Colors® 250th Anniversary Shirt, USA Flag and Eagle  T-Shirt, America Birthday Independence Day Tee, 4th of July Patriotic Gift",WearItLoudTee,25.00,0,1,2 Mo.,Clothing,16,33,2.99,2567,https://www.etsy.com/listing/4461049292/comfort-colors-250th-anniversary-shirt,https://www.etsy.com/shop/WearItLoudTee,8,200,7,1,1,234,,,1,27,0,135,physical,"vintage eagle tee,4th of july shirt,comfort colors shirt,retro america shirt,250 anniversary tee,america birthday tee,historical usa shirt,independence day,patriotic shirt,usa shirt,vintage usa shirt,america shirt,independence day usa",vintage eagle tee,4th of july shirt,comfort colors shirt,retro america shirt,250 anniversary tee,america birthday tee,historical usa shirt,independence day,patriotic shirt,usa shirt,vintage usa shirt,america shirt,independence day usa
United States 250th Anniversary Dad Cap - America 250 - America 250 Merchandise - 250 Years - 4th of July Hat - Independence Day Anniversary,OZeeCo,39.99,-100,4,4 Mo.,Accessories,8,30,5.49,267,https://www.etsy.com/listing/4433212882/united-states-250th-anniversary-dad-cap,https://www.etsy.com/shop/OZeeCo,5,200,15,0,1,273,,,3,-1,0,140,physical,"united states hat,usa merchandise,250th anniversary,america 250,america 250 merch,250 years,4th of july gift,veteran day gift,america shirt,usa hat,veterans day,patriotic gifts,1776 2026 hat",united states hat,usa merchandise,250th anniversary,america 250,america 250 merch,250 years,4th of july gift,veteran day gift,america shirt,usa hat,veterans day,patriotic gifts,1776 2026 hat
"Comfort Colors® America 250th Anniversary Shirt, USA 1776-2026 Patriotic T-Shirt, US Pride Eagle Tee, Commemorative 250 Year Graphic Shirt",TeeComfortShirt,33.32,0,1,1 Mo.,Clothing,16,0,71.43,5992,https://www.etsy.com/listing/4465027922/comfort-colors-america-250th-anniversary,https://www.etsy.com/shop/TeeComfortShirt,6,200,5,1,1,7,,,1,-1,0,138,physical,"comfort colors®,america 250 shirt,usa 250th apparel,patriotic eagle tee,1776 to 2026 shirt,us flag cross top,retro patriotic tee,july 4th t-shirt,history lover gift,us pride graphic,fourth of july tee,usa birthday shirt,commemorative tee",comfort colors®,america 250 shirt,usa 250th apparel,patriotic eagle tee,1776 to 2026 shirt,us flag cross top,retro patriotic tee,july 4th t-shirt,history lover gift,us pride graphic,fourth of july tee,usa birthday shirt,commemorative tee
"250th Anniversary America Patriotic Comfort Colors Shirt, Bald Eagle American Flag Tee, Patriotic T-shirt",VelvetCottageCrafts,16.65,0,2,1 Mo.,Clothing,8,99,1.22,162,https://www.etsy.com/listing/4465232754/250th-anniversary-america-patriotic,https://www.etsy.com/shop/VelvetCottageCrafts,12,200,6,11,2,490,,,1,-1,0,105,physical,"patriotic gifts,250th shirt,250th eagle shirt,american flag tee,250th anniversary,4th of july shirt,usa 250 anniversary,usa 250 shirt,celebrate our 250th,patriotic shirt,250 years of freedom,250th us anniversary",patriotic gifts,250th shirt,250th eagle shirt,american flag tee,250th anniversary,4th of july shirt,usa 250 anniversary,usa 250 shirt,celebrate our 250th,patriotic shirt,250 years of freedom,250th us anniversary,--
"250th Anniversary America Sweatshirt, USA Semiquincentennial Outfit, 1776 - 2026 Memorial Day Shirt",HoneyWaveShirt,16.65,0,2,1 Mo.,Clothing,17,0,220.0,3118,https://www.etsy.com/listing/4467553472/250th-anniversary-america-sweatshirt-usa,https://www.etsy.com/shop/HoneyWaveShirt,12,200,11,1,2,5,,,1,537,1,99,physical,"4th july women shirt,usa sweatshirt,fourth of july shirt,independence shirt,patriotic shirt,usa flag shirt,freedom shirt,250 years freedom,250th anniversary,4th of july shirt,semiquincentennial,american flag shirt,1776 2026 shirt",4th july women shirt,usa sweatshirt,fourth of july shirt,independence shirt,patriotic shirt,usa flag shirt,freedom shirt,250 years freedom,250th anniversary,4th of july shirt,semiquincentennial,american flag shirt,1776 2026 shirt
"Christian Retro Usa 250 T-Shirt, Comfort Colors® Independence Day Shirt, Celebrate 250th Anniversary Tee, Patriotic Faith Gift",FreeSpiritStd,39.68,0,3,3 Mo.,Clothing,21,0,22.95,359,https://www.etsy.com/listing/4442077725/christian-retro-usa-250-t-shirt-comfort,https://www.etsy.com/shop/FreeSpiritStd,5,198,14,2,1,61,,,2,-1,0,126,physical,"christian patriotic,4th of july shirt,comfort colors,retro usa 250 shirt,independence day tee,celebrate 250th gift,250th anniversary,usa flag tee,usa map bible verse,patriotic gift,faith patriotic,250th america shirt,semiquincentennial",christian patriotic,4th of july shirt,comfort colors,retro usa 250 shirt,independence day tee,celebrate 250th gift,250th anniversary,usa flag tee,usa map bible verse,patriotic gift,faith patriotic,250th america shirt,semiquincentennial
"Comfort Colors® Retro Usa 250 Shirt, Independence Day Shirt, Celebrate 250th Anniversary Shirt Usa Flag Tee 4th of July Shirt Patriotic Gift",TheFriendStudioUS,24.75,100,2,2 Mo.,Clothing,3,0,63.16,123,https://www.etsy.com/listing/4460104060/comfort-colors-retro-usa-250-shirt,https://www.etsy.com/shop/TheFriendStudioUS,8,198,12,1,1,19,,,1,-1,0,140,physical,"comfort colors shirt,america shirt,usa shirt,patriotic shirt,fourth of july shirt,america 250,independence day,usa 250 years,250th anniversary,semiquincentennial,4th of july shirt,american flag shirt,usa christmas gift",comfort colors shirt,america shirt,usa shirt,patriotic shirt,fourth of july shirt,america 250,independence day,usa 250 years,250th anniversary,semiquincentennial,4th of july shirt,american flag shirt,usa christmas gift
"Comfort Colors® America USA 250th Anniversary Shirt, Vintage Semiquincentennial T-Shirt",MugTeeHat,32.80,0,1,2 Mo.,Clothing,11,39,2.0,525,https://www.etsy.com/listing/4451802254/comfort-colors-america-usa-250th,https://www.etsy.com/shop/MugTeeHat,6,197,5,4,1,250,,,1,-1,0,87,physical,"comfort colors shirt,america shirt,usa shirt,patriotic shirt,fourth of july shirt,america 250,independence day,usa 250 years,250th anniversary,semiquincentennial,4th of july shirt,american flag shirt,usa christmas gift",comfort colors shirt,america shirt,usa shirt,patriotic shirt,fourth of july shirt,america 250,independence day,usa 250 years,250th anniversary,semiquincentennial,4th of july shirt,american flag shirt,usa christmas gift
"Custom Embroidered USA 250 Years Sweatshirt, Semiquincentennial Hoodie, American History Gift, Patriotic Crewneck, Personalized Sleeve",LoveEmbro,27.76,0,3,4 Mo.,Clothing,15,69,2.09,298,https://www.etsy.com/listing/4417605790/custom-embroidered-usa-250-years,https://www.etsy.com/shop/LoveEmbro,7,194,22,38,1,1055,,,4,-1,0,134,physical,"usa 250 years,semiquincentennial,patriotic hoodie,american history,4th of july shirt,embroidered usa,custom sleeve name,america birthday,independence day,patriotic gift,dad grandpa gift,founding fathers,1776 2026 shirt",usa 250 years,semiquincentennial,patriotic hoodie,american history,4th of july shirt,embroidered usa,custom sleeve name,america birthday,independence day,patriotic gift,dad grandpa gift,founding fathers,1776 2026 shirt
"USA 250th Anniversary  America 250 Semiquincentennial Shirt, USA Flag Vintage T-Shirt, Usa 250th anniversary Independence Day Tee",LisaHoCADegisn,9.67,-100,1,2 Mo.,Clothing,34,0,64.52,14690,https://www.etsy.com/listing/4455395798/dnv-usa-250th-anniversary-america-250,https://www.etsy.com/shop/LisaHoCADegisn,20,193,20,0,1,31,,,3,-1,363,129,physical,"america 250 years,comfort colors shirt,4th of july shirt,independence day,patriotic shirt,vintage usa shirt,250 anniversary tee,semiquincentennial,retro america shirt,vintage eagle tee,america birthday tee,historical usa shirt,usa shirt",america 250 years,comfort colors shirt,4th of july shirt,independence day,patriotic shirt,vintage usa shirt,250 anniversary tee,semiquincentennial,retro america shirt,vintage eagle tee,america birthday tee,historical usa shirt,usa shirt
"Comfort Colors® Faux Patchwork US Flag Shirt, 4th July T-Shirt, America Independence Day Gift",ValenTeenoDesign,47.98,100,1,1 Mo.,Clothing,43,0,8.51,100360,https://www.etsy.com/listing/4467449182/comfort-colors-faux-patchwork-us-flag,https://www.etsy.com/shop/ValenTeenoDesign,4,192,4,2,1,47,,,1,-1,0,93,physical,"independence day,america tshirt,america 250 shirt,womens america shirt,fourth of july tee,4th of july shirt,250th anniversary,red white blue shirt,us flag shirt,american flag shirt,comfort colors shirt,4th of july clothing,patriotic tshirt",independence day,america tshirt,america 250 shirt,womens america shirt,fourth of july tee,4th of july shirt,250th anniversary,red white blue shirt,us flag shirt,american flag shirt,comfort colors shirt,4th of july clothing,patriotic tshirt
America 250th Shirt Coquette Bow Flag Comfort Colors Patriotic 1776 2026 4th July Tee,MattDesignTee,31.98,0,1,1 Mo.,Clothing,19,0,15.38,2801,https://www.etsy.com/listing/4469026408/america-250th-shirt-coquette-bow-flag,https://www.etsy.com/shop/MattDesignTee,6,192,6,0,1,39,,,1,-1,4,85,physical,"america 250th shirt,coquette usa bow,patriotic ribbon tee,1776 to 2026 top,semiquincentennial,comfort colors flag,womens 4th of july,vintage july fourth,two sided american,celebrating 250,trendy usa apparel,distressed flag tee,blue jean patriotic",america 250th shirt,coquette usa bow,patriotic ribbon tee,1776 to 2026 top,semiquincentennial,comfort colors flag,womens 4th of july,vintage july fourth,two sided american,celebrating 250,trendy usa apparel,distressed flag tee,blue jean patriotic
"Mens 250 Anniversary USA Shirt, Bald Eagle American Flag Tee, 1776-2026 250th Anniversary Shirt We The People, Independence Day Gift Ideas",NobletyLeather,38.32,0,2,3 Mo.,Clothing,52,36,3.32,7665,https://www.etsy.com/listing/4435889935/us-250th-anniversary-patriotic-t-shirt,https://www.etsy.com/shop/NobletyLeather,5,192,10,0,1,301,,,3,-1,0,138,physical,"patriotic gifts,250th shirt,250th eagle shirt,american flag tee,250th anniversary,4th of july shirt,usa 250 anniversary,usa 250 shirt,celebrate our 250th,patriotic shirt,250 years of freedom,250th us anniversary",patriotic gifts,250th shirt,250th eagle shirt,american flag tee,250th anniversary,4th of july shirt,usa 250 anniversary,usa 250 shirt,celebrate our 250th,patriotic shirt,250 years of freedom,250th us anniversary,--
"250 Anniversary Tee Shirts For America, Independence Day Shirt, 1776–2026 Patriotic Tee, American Patriotic Gifts, Independence Day Gift",NobletyLeather,38.32,0,1,3 Mo.,Clothing,52,75,0.41,7665,https://www.etsy.com/listing/4440303542/america-250th-birthday-t-shirt-usa,https://www.etsy.com/shop/NobletyLeather,5,192,5,12,0,1209,,,3,65,0,136,physical,"patriotic gifts,250th shirt,250th eagle shirt,american flag tee,250th anniversary,4th of july shirt,usa 250 anniversary,usa 250 shirt,celebrate our 250th,patriotic shirt,250 years of freedom,250th us anniversary",patriotic gifts,250th shirt,250th eagle shirt,american flag tee,250th anniversary,4th of july shirt,usa 250 anniversary,usa 250 shirt,celebrate our 250th,patriotic shirt,250 years of freedom,250th us anniversary,--
"USA 250th Anniversary PNG, 1776-2026, America 250 Emblem, Semiquincentennial, 4th of July PNG",PNGsHaven,10.00,0,1,3 Mo.,Craft Supplies & Tools,14,51,1.16,357,https://www.etsy.com/listing/4435452850/usa-250th-anniversary-png-1776-2026,https://www.etsy.com/shop/PNGsHaven,19,190,6,16,0,517,,,,-1,59,93,download,"usa 250th png,america 250,1776-2026,semiquincentennial,4th of july png,independence day,patriotic png,history buff gift,3d emblem,us flag png,patriotic shirt,american eagle,250th anniversary",usa 250th png,america 250,1776-2026,semiquincentennial,4th of july png,independence day,patriotic png,history buff gift,3d emblem,us flag png,patriotic shirt,american eagle,250th anniversary
"American 250 shirt, USA 250th Anniversary Shirt, Semiquincentennial Celebration Shirt, 1776-2026, July 4th Tee, Gift for Patriots",MaximoraDesign,11.10,-100,7,6 Mo.,Clothing,18,84,2.04,5013,https://www.etsy.com/listing/4394161878/american-250-shirt-usa-250th-anniversary,https://www.etsy.com/shop/MaximoraDesign,17,189,42,44,1,2060,,,1,627,1,129,physical,"america 250,usa 250,250th anniversary,4th of july,shirt tee tshirt,250th birthday usa,parade shirt,independence day,women men,united states,blue red white,america is 250",america 250,usa 250,250th anniversary,4th of july,shirt tee tshirt,250th birthday usa,parade shirt,independence day,women men,united states,blue red white,america is 250,--
